aae;sae;pred;TAG_NUL;TAG_NEG;TAG_AIN;TAG_HAB;PRED_NUL;PRED_NEG;PRED_AIN;PRED_HAB;result
The librarian on the phone is not departing anywhere , they;The librarian on the phone is not departing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The librarian on the phone is not departing anywhere , he;The librarian on the phone is not departing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The librarian on the phone is not fleeing anywhere , she;The librarian on the phone is not fleeing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The librarian on the phone is not fleeing anywhere , they;The librarian on the phone is not fleeing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The librarian on the phone is not fleeing anywhere , he;The librarian on the phone is not fleeing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The librarian with the blue umbrella is not going anywhere , she;The librarian with the blue umbrella is not going nowhere , she;staying;1;1;0;0;1;0;0;0;1
The librarian with the blue umbrella is not going anywhere , they;The librarian with the blue umbrella is not going nowhere , they;staying;1;1;0;0;1;0;0;0;1
The librarian with the blue umbrella is not going anywhere , he;The librarian with the blue umbrella is not going nowhere , he;staying;1;1;0;0;1;0;0;0;1
The librarian with the blue umbrella is not heading anywhere , she;The librarian with the blue umbrella is not heading nowhere , she;staying;1;1;0;0;1;0;0;0;1
The librarian with the blue umbrella is not heading anywhere , they;The librarian with the blue umbrella is not heading nowhere , they;staying;1;1;0;0;1;0;0;0;1
The librarian with the blue umbrella is not heading anywhere , he;The librarian with the blue umbrella is not heading nowhere , he;staying;1;1;0;0;1;0;0;0;1
The librarian with the blue umbrella is not leaving anywhere , she;The librarian with the blue umbrella is not leaving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The librarian with the blue umbrella is not leaving anywhere , they;The librarian with the blue umbrella is not leaving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The librarian with the blue umbrella is not leaving anywhere , he;The librarian with the blue umbrella is not leaving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The librarian with the blue umbrella is not driving anywhere , she;The librarian with the blue umbrella is not driving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The librarian with the blue umbrella is not driving anywhere , they;The librarian with the blue umbrella is not driving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The librarian with the blue umbrella is not driving anywhere , he;The librarian with the blue umbrella is not driving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The librarian with the blue umbrella is not departing anywhere , she;The librarian with the blue umbrella is not departing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The librarian with the blue umbrella is not departing anywhere , they;The librarian with the blue umbrella is not departing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The librarian with the blue umbrella is not departing anywhere , he;The librarian with the blue umbrella is not departing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The librarian with the blue umbrella is not fleeing anywhere , she;The librarian with the blue umbrella is not fleeing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The librarian with the blue umbrella is not fleeing anywhere , they;The librarian with the blue umbrella is not fleeing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The librarian with the blue umbrella is not fleeing anywhere , he;The librarian with the blue umbrella is not fleeing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner is not going anywhere , she;The runner is not going nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner is not going anywhere , they;The runner is not going nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner is not going anywhere , he;The runner is not going nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner is not heading anywhere , she;The runner is not heading nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner is not heading anywhere , they;The runner is not heading nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner is not heading anywhere , he;The runner is not heading nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner is not leaving anywhere , she;The runner is not leaving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner is not leaving anywhere , they;The runner is not leaving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner is not leaving anywhere , he;The runner is not leaving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner is not driving anywhere , she;The runner is not driving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner is not driving anywhere , they;The runner is not driving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner is not driving anywhere , he;The runner is not driving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner is not departing anywhere , she;The runner is not departing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner is not departing anywhere , they;The runner is not departing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner is not departing anywhere , he;The runner is not departing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner is not fleeing anywhere , she;The runner is not fleeing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner is not fleeing anywhere , they;The runner is not fleeing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner is not fleeing anywhere , he;The runner is not fleeing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner with a hat is not going anywhere , she;The runner with a hat is not going nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner with a hat is not going anywhere , they;The runner with a hat is not going nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner with a hat is not going anywhere , he;The runner with a hat is not going nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner with a hat is not heading anywhere , she;The runner with a hat is not heading nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner with a hat is not heading anywhere , they;The runner with a hat is not heading nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner with a hat is not heading anywhere , he;The runner with a hat is not heading nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner with a hat is not leaving anywhere , she;The runner with a hat is not leaving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner with a hat is not leaving anywhere , they;The runner with a hat is not leaving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner with a hat is not leaving anywhere , he;The runner with a hat is not leaving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner with a hat is not driving anywhere , she;The runner with a hat is not driving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner with a hat is not driving anywhere , they;The runner with a hat is not driving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner with a hat is not driving anywhere , he;The runner with a hat is not driving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner with a hat is not departing anywhere , she;The runner with a hat is not departing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner with a hat is not departing anywhere , they;The runner with a hat is not departing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner with a hat is not departing anywhere , he;The runner with a hat is not departing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner with a hat is not fleeing anywhere , she;The runner with a hat is not fleeing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner with a hat is not fleeing anywhere , they;The runner with a hat is not fleeing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner with a hat is not fleeing anywhere , he;The runner with a hat is not fleeing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner from the city is not going anywhere , she;The runner from the city is not going nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner from the city is not going anywhere , they;The runner from the city is not going nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner from the city is not going anywhere , he;The runner from the city is not going nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner from the city is not heading anywhere , she;The runner from the city is not heading nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner from the city is not heading anywhere , they;The runner from the city is not heading nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner from the city is not heading anywhere , he;The runner from the city is not heading nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner from the city is not leaving anywhere , she;The runner from the city is not leaving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner from the city is not leaving anywhere , they;The runner from the city is not leaving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner from the city is not leaving anywhere , he;The runner from the city is not leaving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner from the city is not driving anywhere , she;The runner from the city is not driving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner from the city is not driving anywhere , they;The runner from the city is not driving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner from the city is not driving anywhere , he;The runner from the city is not driving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner from the city is not departing anywhere , she;The runner from the city is not departing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner from the city is not departing anywhere , they;The runner from the city is not departing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner from the city is not departing anywhere , he;The runner from the city is not departing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner from the city is not fleeing anywhere , she;The runner from the city is not fleeing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner from the city is not fleeing anywhere , they;The runner from the city is not fleeing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner from the city is not fleeing anywhere , he;The runner from the city is not fleeing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner on the phone is not going anywhere , she;The runner on the phone is not going nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner on the phone is not going anywhere , they;The runner on the phone is not going nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner on the phone is not going anywhere , he;The runner on the phone is not going nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner on the phone is not heading anywhere , she;The runner on the phone is not heading nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner on the phone is not heading anywhere , they;The runner on the phone is not heading nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner on the phone is not heading anywhere , he;The runner on the phone is not heading nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner on the phone is not leaving anywhere , she;The runner on the phone is not leaving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner on the phone is not leaving anywhere , they;The runner on the phone is not leaving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner on the phone is not leaving anywhere , he;The runner on the phone is not leaving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner on the phone is not driving anywhere , she;The runner on the phone is not driving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner on the phone is not driving anywhere , they;The runner on the phone is not driving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner on the phone is not driving anywhere , he;The runner on the phone is not driving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner on the phone is not departing anywhere , she;The runner on the phone is not departing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner on the phone is not departing anywhere , they;The runner on the phone is not departing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner on the phone is not departing anywhere , he;The runner on the phone is not departing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner on the phone is not fleeing anywhere , she;The runner on the phone is not fleeing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner on the phone is not fleeing anywhere , they;The runner on the phone is not fleeing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner on the phone is not fleeing anywhere , he;The runner on the phone is not fleeing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner with the blue umbrella is not going anywhere , she;The runner with the blue umbrella is not going nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner with the blue umbrella is not going anywhere , they;The runner with the blue umbrella is not going nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner with the blue umbrella is not going anywhere , he;The runner with the blue umbrella is not going nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner with the blue umbrella is not heading anywhere , she;The runner with the blue umbrella is not heading nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner with the blue umbrella is not heading anywhere , they;The runner with the blue umbrella is not heading nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner with the blue umbrella is not heading anywhere , he;The runner with the blue umbrella is not heading nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner with the blue umbrella is not leaving anywhere , she;The runner with the blue umbrella is not leaving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner with the blue umbrella is not leaving anywhere , they;The runner with the blue umbrella is not leaving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner with the blue umbrella is not leaving anywhere , he;The runner with the blue umbrella is not leaving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner with the blue umbrella is not driving anywhere , she;The runner with the blue umbrella is not driving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner with the blue umbrella is not driving anywhere , they;The runner with the blue umbrella is not driving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner with the blue umbrella is not driving anywhere , he;The runner with the blue umbrella is not driving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner with the blue umbrella is not departing anywhere , she;The runner with the blue umbrella is not departing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner with the blue umbrella is not departing anywhere , they;The runner with the blue umbrella is not departing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner with the blue umbrella is not departing anywhere , he;The runner with the blue umbrella is not departing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The runner with the blue umbrella is not fleeing anywhere , she;The runner with the blue umbrella is not fleeing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The runner with the blue umbrella is not fleeing anywhere , they;The runner with the blue umbrella is not fleeing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The runner with the blue umbrella is not fleeing anywhere , he;The runner with the blue umbrella is not fleeing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter is not going anywhere , she;The painter is not going nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter is not going anywhere , they;The painter is not going nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter is not going anywhere , he;The painter is not going nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter is not heading anywhere , she;The painter is not heading nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter is not heading anywhere , they;The painter is not heading nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter is not heading anywhere , he;The painter is not heading nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter is not leaving anywhere , she;The painter is not leaving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter is not leaving anywhere , they;The painter is not leaving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter is not leaving anywhere , he;The painter is not leaving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter is not driving anywhere , she;The painter is not driving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter is not driving anywhere , they;The painter is not driving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter is not driving anywhere , he;The painter is not driving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter is not departing anywhere , she;The painter is not departing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter is not departing anywhere , they;The painter is not departing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter is not departing anywhere , he;The painter is not departing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter is not fleeing anywhere , she;The painter is not fleeing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter is not fleeing anywhere , they;The painter is not fleeing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter is not fleeing anywhere , he;The painter is not fleeing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter with a hat is not going anywhere , she;The painter with a hat is not going nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter with a hat is not going anywhere , they;The painter with a hat is not going nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter with a hat is not going anywhere , he;The painter with a hat is not going nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter with a hat is not heading anywhere , she;The painter with a hat is not heading nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter with a hat is not heading anywhere , they;The painter with a hat is not heading nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter with a hat is not heading anywhere , he;The painter with a hat is not heading nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter with a hat is not leaving anywhere , she;The painter with a hat is not leaving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter with a hat is not leaving anywhere , they;The painter with a hat is not leaving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter with a hat is not leaving anywhere , he;The painter with a hat is not leaving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter with a hat is not driving anywhere , she;The painter with a hat is not driving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter with a hat is not driving anywhere , they;The painter with a hat is not driving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter with a hat is not driving anywhere , he;The painter with a hat is not driving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter with a hat is not departing anywhere , she;The painter with a hat is not departing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter with a hat is not departing anywhere , they;The painter with a hat is not departing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter with a hat is not departing anywhere , he;The painter with a hat is not departing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter with a hat is not fleeing anywhere , she;The painter with a hat is not fleeing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter with a hat is not fleeing anywhere , they;The painter with a hat is not fleeing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter with a hat is not fleeing anywhere , he;The painter with a hat is not fleeing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter from the city is not going anywhere , she;The painter from the city is not going nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter from the city is not going anywhere , they;The painter from the city is not going nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter from the city is not going anywhere , he;The painter from the city is not going nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter from the city is not heading anywhere , she;The painter from the city is not heading nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter from the city is not heading anywhere , they;The painter from the city is not heading nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter from the city is not heading anywhere , he;The painter from the city is not heading nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter from the city is not leaving anywhere , she;The painter from the city is not leaving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter from the city is not leaving anywhere , they;The painter from the city is not leaving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter from the city is not leaving anywhere , he;The painter from the city is not leaving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter from the city is not driving anywhere , she;The painter from the city is not driving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter from the city is not driving anywhere , they;The painter from the city is not driving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter from the city is not driving anywhere , he;The painter from the city is not driving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter from the city is not departing anywhere , she;The painter from the city is not departing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter from the city is not departing anywhere , they;The painter from the city is not departing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter from the city is not departing anywhere , he;The painter from the city is not departing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter from the city is not fleeing anywhere , she;The painter from the city is not fleeing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter from the city is not fleeing anywhere , they;The painter from the city is not fleeing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter from the city is not fleeing anywhere , he;The painter from the city is not fleeing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter on the phone is not going anywhere , she;The painter on the phone is not going nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter on the phone is not going anywhere , they;The painter on the phone is not going nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter on the phone is not going anywhere , he;The painter on the phone is not going nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter on the phone is not heading anywhere , she;The painter on the phone is not heading nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter on the phone is not heading anywhere , they;The painter on the phone is not heading nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter on the phone is not heading anywhere , he;The painter on the phone is not heading nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter on the phone is not leaving anywhere , she;The painter on the phone is not leaving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter on the phone is not leaving anywhere , they;The painter on the phone is not leaving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter on the phone is not leaving anywhere , he;The painter on the phone is not leaving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter on the phone is not driving anywhere , she;The painter on the phone is not driving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter on the phone is not driving anywhere , they;The painter on the phone is not driving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter on the phone is not driving anywhere , he;The painter on the phone is not driving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter on the phone is not departing anywhere , she;The painter on the phone is not departing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter on the phone is not departing anywhere , they;The painter on the phone is not departing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter on the phone is not departing anywhere , he;The painter on the phone is not departing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter on the phone is not fleeing anywhere , she;The painter on the phone is not fleeing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter on the phone is not fleeing anywhere , they;The painter on the phone is not fleeing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter on the phone is not fleeing anywhere , he;The painter on the phone is not fleeing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter with the blue umbrella is not going anywhere , she;The painter with the blue umbrella is not going nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter with the blue umbrella is not going anywhere , they;The painter with the blue umbrella is not going nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter with the blue umbrella is not going anywhere , he;The painter with the blue umbrella is not going nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter with the blue umbrella is not heading anywhere , she;The painter with the blue umbrella is not heading nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter with the blue umbrella is not heading anywhere , they;The painter with the blue umbrella is not heading nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter with the blue umbrella is not heading anywhere , he;The painter with the blue umbrella is not heading nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter with the blue umbrella is not leaving anywhere , she;The painter with the blue umbrella is not leaving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter with the blue umbrella is not leaving anywhere , they;The painter with the blue umbrella is not leaving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter with the blue umbrella is not leaving anywhere , he;The painter with the blue umbrella is not leaving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter with the blue umbrella is not driving anywhere , she;The painter with the blue umbrella is not driving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter with the blue umbrella is not driving anywhere , they;The painter with the blue umbrella is not driving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter with the blue umbrella is not driving anywhere , he;The painter with the blue umbrella is not driving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter with the blue umbrella is not departing anywhere , she;The painter with the blue umbrella is not departing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter with the blue umbrella is not departing anywhere , they;The painter with the blue umbrella is not departing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter with the blue umbrella is not departing anywhere , he;The painter with the blue umbrella is not departing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The painter with the blue umbrella is not fleeing anywhere , she;The painter with the blue umbrella is not fleeing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The painter with the blue umbrella is not fleeing anywhere , they;The painter with the blue umbrella is not fleeing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The painter with the blue umbrella is not fleeing anywhere , he;The painter with the blue umbrella is not fleeing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef is not going anywhere , she;The chef is not going nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef is not going anywhere , they;The chef is not going nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef is not going anywhere , he;The chef is not going nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef is not heading anywhere , she;The chef is not heading nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef is not heading anywhere , they;The chef is not heading nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef is not heading anywhere , he;The chef is not heading nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef is not leaving anywhere , she;The chef is not leaving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef is not leaving anywhere , they;The chef is not leaving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef is not leaving anywhere , he;The chef is not leaving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef is not driving anywhere , she;The chef is not driving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef is not driving anywhere , they;The chef is not driving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef is not driving anywhere , he;The chef is not driving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef is not departing anywhere , she;The chef is not departing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef is not departing anywhere , they;The chef is not departing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef is not departing anywhere , he;The chef is not departing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef is not fleeing anywhere , she;The chef is not fleeing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef is not fleeing anywhere , they;The chef is not fleeing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef is not fleeing anywhere , he;The chef is not fleeing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef with a hat is not going anywhere , she;The chef with a hat is not going nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef with a hat is not going anywhere , they;The chef with a hat is not going nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef with a hat is not going anywhere , he;The chef with a hat is not going nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef with a hat is not heading anywhere , she;The chef with a hat is not heading nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef with a hat is not heading anywhere , they;The chef with a hat is not heading nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef with a hat is not heading anywhere , he;The chef with a hat is not heading nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef with a hat is not leaving anywhere , she;The chef with a hat is not leaving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef with a hat is not leaving anywhere , they;The chef with a hat is not leaving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef with a hat is not leaving anywhere , he;The chef with a hat is not leaving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef with a hat is not driving anywhere , she;The chef with a hat is not driving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef with a hat is not driving anywhere , they;The chef with a hat is not driving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef with a hat is not driving anywhere , he;The chef with a hat is not driving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef with a hat is not departing anywhere , she;The chef with a hat is not departing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef with a hat is not departing anywhere , they;The chef with a hat is not departing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef with a hat is not departing anywhere , he;The chef with a hat is not departing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef with a hat is not fleeing anywhere , she;The chef with a hat is not fleeing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef with a hat is not fleeing anywhere , they;The chef with a hat is not fleeing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef with a hat is not fleeing anywhere , he;The chef with a hat is not fleeing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef from the city is not going anywhere , she;The chef from the city is not going nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef from the city is not going anywhere , they;The chef from the city is not going nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef from the city is not going anywhere , he;The chef from the city is not going nowhere , he;staying;1;1;0;0;1;0;0;0;1
